U35_RANDOM_POOL_EFFECTIVE — PLAYABLE PICKS GLOBAL
==========================================
Format TSV:
date	match_id	bet_family	time	league	home	away	odd	fixture_id	pipeline	source
# ------------------------------------------------------------------
TSV: 2026-04-18	2688279000	U35_FT	02:30	liga pro ecuador	Emelec	Guayaquil City FC	1.22	1519320	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2885012790	U35_FT	03:00	liga mx	Mazatlán	Club Queretaro	1.35	1492590	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2112604358	U35_FT	11:00	russian premier league	FC Orenburg	Lokomotiv	1.49	1400230	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	10376575	U35_FT	12:00	liga portugal 2	Pacos Ferreira	Chaves	1.2	1398234	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	415418199	U35_FT	13:30	premier league	Brentford	Fulham	1.42	1379290	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3691314283	U35_FT	13:30	scottish cup	Dunfermline	Falkirk	1.42	1530943	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3707484018	U35_FT	13:30	russian premier league	Krylia Sovetov	CSKA Moscow	1.34	1400226	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2412169001	U35_FT	13:30	championship	Derby	Oxford United	1.28	1387059	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1488779025	U35_FT	13:30	liga i romania	Csikszereda	Unirea Slobozia	1.28	1531522	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2078898265	U35_FT	13:30	super lig	Fatih Karagümrük	Eyüpspor	1.28	1394698	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3456989505	U35_FT	13:30	championship	Portsmouth	Leicester	1.25	1387065	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2126731966	U35_FT	14:00	ligue 2	Estac Troyes	Boulogne	1.44	1389382	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2604185194	U35_FT	14:00	ligue 2	Reims	RED Star FC 93	1.25	1389379	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	598731825	U35_FT	14:30	ukrainian premier league	Metalist 1925 Kharkiv	Kudrivka	1.33	1396799	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2542320808	U35_FT	14:45	ekstraklasa	Radomiak Radom	Widzew Łódź	1.25	1380642	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2636817065	U35_FT	15:00	czech first league	Dukla Praha	Karviná	1.28	1384883	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1669565459	U35_FT	15:00	serie b	Mantova	Avellino	1.28	1419933	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	508606778	U35_FT	15:00	superliga serbia	Cukaricki	Radnik Surdulica	1.26	1540270	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1346383302	U35_FT	15:00	serie b	Spezia	Sudtirol	1.25	1419935	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	831534720	U35_FT	15:00	serie a italia	Udinese	Parma	1.22	1378192	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	970021195	U35_FT	15:00	super league greece	Kifisia	Asteras Tripolis	1.22	1537085	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3630215054	U35_FT	15:00	czech first league	Zlin	Teplice	1.17	1384890	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	263194403	U35_FT	15:30	bundesliga	Werder Bremen	Hamburger SV	1.42	1388577	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2943805344	U35_FT	16:00	premier league	Newcastle	Bournemouth	1.67	1379296	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1011838576	U35_FT	16:00	hnl croatia	Dinamo Zagreb	HNK Rijeka	1.44	1384064	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	573715850	U35_FT	16:00	championship	Swansea	Southampton	1.38	1387056	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	526375822	U35_FT	16:00	championship	Watford	Sheffield Utd	1.38	1387058	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2992952628	U35_FT	16:00	championship	Wrexham	Stoke City	1.38	1387062	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	4085181231	U35_FT	16:00	championship	Hull City	Birmingham	1.35	1387060	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1653485067	U35_FT	16:00	premier league	Leeds	Wolves	1.35	1379294	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	607596268	U35_FT	16:00	championship	Bristol City	Norwich	1.33	1387066	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1322766179	U35_FT	16:00	championship	Preston	West Brom	1.25	1387064	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2101065985	U35_FT	16:00	championship	Sheffield Wednesday	Charlton	1.25	1387055	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2530060852	U35_FT	16:00	russian premier league	Rubin	Akron	1.22	1400228	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3161061394	U35_FT	16:00	super league greece	Atromitos	Larisa	1.17	1537086	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3949557800	U35_FT	16:15	laliga2	Zaragoza	AD Ceuta FC	1.36	1392156	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3708606306	U35_FT	16:30	liga portugal	Nacional	Alverca	1.36	1396504	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	938132835	U35_FT	17:00	superliga serbia	FK Crvena Zvezda	Vojvodina	1.62	1540269	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1879221540	U35_FT	17:00	austrian bundesliga	Wolfsberger AC	FC BW Linz	1.33	1531271	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	400323580	U35_FT	17:00	superliga serbia	Novi Pazar	OFK Beograd	1.26	1540271	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1604325673	U35_FT	17:00	super league greece	OFI	Levadiakos	1.25	1537112	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3788193104	U35_FT	17:00	austrian bundesliga	WSG Wattens	SCR Altach	1.22	1531270	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2246894741	U35_FT	17:30	ekstraklasa	Gornik Zabrze	Korona Kielce	1.36	1380638	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2200622486	U35_FT	18:00	czech first league	Sparta Praha	FK Jablonec	1.4	1384889	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3085014402	U35_FT	18:00	super league greece	Aris Thessalonikis	Volos NFC	1.28	1537111	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1997147813	U35_FT	18:00	serie a italia	Napoli	Lazio	1.22	1378188	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3057247242	U35_FT	18:15	cymru premier league	Haverfordwest County AFC	llanelli AFC	1.57	1509017	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3170057697	U35_FT	18:15	cymru premier league	Barry Town	The New Saints	1.44	1508985	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1899009236	U35_FT	18:15	cymru premier league	Caernarfon Town	Penybont	1.44	1508986	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2448996795	U35_FT	18:15	pro league	KVC Westerlo	Genk	1.44	1536942	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	33775045	U35_FT	18:15	cymru premier league	Cardiff MET	Flint Town United	1.4	1509016	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3930957098	U35_FT	18:15	cymru premier league	Bala Town	Briton Ferry	1.33	1509015	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2574332501	U35_FT	18:15	pro league	Charleroi	Standard Liege	1.3	1536943	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1425454517	U35_FT	18:30	premier league	Tottenham	Brighton	1.48	1379298	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3137561873	U35_FT	18:30	superliga serbia	FK Partizan	Železničar Pančevo	1.36	1540272	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3791655495	U35_FT	18:30	russian premier league	Nizhny Novgorod	Dynamo	1.35	1400227	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2019834662	U35_FT	18:45	hnl croatia	Istra 1961	Vukovar	1.33	1384066	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1251065931	U35_FT	19:00	liga portugal 2	Torreense	Maritimo	1.25	1398237	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2846557593	U35_FT	19:00	ligue 1	Angers	Le Havre	1.2	1387959	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	4242406979	U35_FT	19:00	super league greece	Panetolikos	Panserraikos	1.18	1537087	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	10376507	U35_FT	19:15	schweizer cup	Stade Lausanne-Ouchy	Grasshoppers	1.33	1518993	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1476784697	U35_FT	20:00	liga i romania	Dinamo Bucuresti	Universitatea Cluj	1.28	1531632	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	83554271	U35_FT	20:00	ligue 2	Bastia	Saint Etienne	1.25	1389381	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1985246154	U35_FT	20:00	liga profesional argentina	Gimnasia L.P.	Estudiantes de Rio Cuarto	1.15	1492033	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2428838908	U35_FT	20:15	ekstraklasa	Pogon Szczecin	Lech Poznan	1.57	1380641	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1821325680	U35_FT	20:30	2. bundesliga	Hannover 96	SC Paderborn 07	1.53	1388879	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1641887676	U35_FT	20:45	serie a italia	AS Roma	Atalanta	1.3	1378190	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1014060362	U35_FT	21:00	copa del rey	Atletico Madrid	Real Sociedad	1.35	1529694	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1462458171	U35_FT	22:15	liga profesional argentina	Instituto Cordoba	Estudiantes L.P.	1.15	1492036	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2700270307	U35_FT	23:15	primera división paraguay	Club Guarani	Sportivo Luqueno	1.25	1505056	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	342737517	U35_FT	23:30	liga pro ecuador	Universidad Catolica	Libertad	1.44	1519327	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1374379946	U35_FT	23:30	serie a brazil	Vasco DA Gama	Sao Paulo	1.22	1492228	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv

# ------------------------------------------------------------------
# APPEND U35_RANDOM_POOL_EFFECTIVE | 2026-04-19 00:15:10 | run_date=ALL | source=predictions.tsv
# ------------------------------------------------------------------
TSV: 2026-04-19	619146836	U35_FT	02:00	liga pro ecuador	Orense SC	Delfin SC	1.2	1519326	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1492645881	U35_FT	02:45	liga profesional argentina	Argentinos JRS	Atletico Tucuman	1.22	1492029	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2234621376	U35_FT	03:05	liga mx	Monterrey	Pachuca	1.5	1492594	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3004239624	U35_FT	03:07	liga mx	Guadalajara Chivas	Puebla	1.57	1492593	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	4200618350	U35_FT	03:30	mls	Real Salt Lake	San Diego	1.8	1490223	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	571537900	U35_FT	03:30	mls	Seattle Sounders	St. Louis City	1.48	1490222	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1508211818	U35_FT	03:30	primera a colombia	Fortaleza FC	Águilas Doradas	1.22	1506090	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	883550572	U35_FT	05:06	liga mx	Leon	FC Juarez	1.48	1492596	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3673853595	U35_FT	05:10	liga mx	Club America	Toluca	1.28	1492595	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3956685990	U35_FT	12:00	ukrainian premier league	Kryvbas KR	Ruh Lviv	1.28	1396797	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2962835386	U35_FT	12:00	liga portugal 2	Portimonense	Lusitânia Lourosa	1.25	1398235	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3088733775	U35_FT	12:15	ekstraklasa	Nieciecza	Wisla Plock	1.38	1380644	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	111163483	U35_FT	12:30	serie a italia	Cremonese	Torino	1.25	1378184	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	919434495	U35_FT	13:30	2. bundesliga	FC Schalke 04	Preußen Münster	1.33	1388882	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1394064738	U35_FT	13:30	russian premier league	Dinamo Makhachkala	Zenit	1.18	1400223	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2019721556	U35_FT	14:15	superligaen	Paks	Puskas Academy	1.5	1380351	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	403146971	U35_FT	14:30	austrian bundesliga	Austria Vienna	Red Bull Salzburg	1.45	1531242	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3073380878	U35_FT	14:30	ukrainian premier league	Epitsentr Dunayivtsi	Karpaty	1.28	1391597	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1467812909	U35_FT	14:30	austrian bundesliga	TSV Hartberg	Rapid Vienna	1.25	1531243	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2331009004	U35_FT	14:45	ekstraklasa	Raków Częstochowa	Cracovia Krakow	1.25	1380643	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2629628156	U35_FT	15:00	scottish cup	Celtic	ST Mirren	1.62	1530942	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1063348223	U35_FT	15:00	schweizer cup	Yverdon Sport	FC ST. Gallen	1.57	1518994	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1770748945	U35_FT	15:00	premier league	Everton	Liverpool	1.36	1379293	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3051277753	U35_FT	15:00	premier league	Aston Villa	Sunderland	1.33	1379289	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2072352728	U35_FT	15:00	liga portugal 2	Vizela	Farense	1.28	1398238	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1533764647	U35_FT	15:00	serie a italia	Hellas Verona	AC Milan	1.28	1378193	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	19203325	U35_FT	16:00	superliga serbia	TSC Backa Topola	Napredak	1.43	1540300	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3230274259	U35_FT	16:00	russian premier league	Spartak Moscow	Akhmat	1.37	1400229	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2885429875	U35_FT	16:00	serie a brazil	Internacional	Mirassol	1.25	1492225	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3877366083	U35_FT	17:00	austrian bundesliga	Lask Linz	Sturm Graz	1.42	1531244	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	771245290	U35_FT	17:00	super league greece	AEK Athens FC	PAOK	1.25	1537123	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3116737386	U35_FT	17:15	ligue 1	Metz	Paris FC	1.35	1387963	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	955573670	U35_FT	17:15	ligue 1	Nantes	Stade Brestois 29	1.25	1387965	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	406989494	U35_FT	17:15	serie b	Padova	Reggiana	1.25	1419938	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	4080768946	U35_FT	17:15	liga i romania	Petrolul Ploiesti	AFC Hermannstadt	1.17	1531526	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	700279829	U35_FT	17:30	ekstraklasa	Arka Gdynia	Jagiellonia	1.33	1380636	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	614247632	U35_FT	17:30	superliga serbia	Javor	FK Spartak Zdrepceva KRV	1.22	1540298	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2592745219	U35_FT	18:00	superliga serbia	Radnicki 1923	Radnicki NIS	1.33	1540299	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1229361259	U35_FT	18:30	czech first league	Plzen	Pardubice	1.53	1384887	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1928402729	U35_FT	18:30	laliga2	Albacete	Granada CF	1.25	1392153	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2954725551	U35_FT	18:30	russian premier league	FC Krasnodar	Baltika	1.24	1400225	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3779869410	U35_FT	18:30	laliga2	Eibar	Huesca	1.22	1392150	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3407451265	U35_FT	19:00	super lig	Trabzonspor	Başakşehir	1.55	1394702	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3036672162	U35_FT	19:00	liga portugal	Sporting CP	Benfica	1.42	1396506	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1178670400	U35_FT	19:15	pro league	RAAL La Louvière	Zulte Waregem	1.33	1536971	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1702521711	U35_FT	19:30	bundesliga	Borussia Mönchengladbach	FSV Mainz 05	1.35	1388571	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1948377987	U35_FT	19:30	serie b	Empoli	Virtus Entella	1.25	1419939	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2879183433	U35_FT	20:00	liga i romania	Universitatea Craiova	Rapid	1.28	1531634	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2282078903	U35_FT	20:00	superliga serbia	IMT Novi Beograd	Mladost Lucani	1.28	1540297	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2455330533	U35_FT	20:00	liga pro ecuador	Manta FC	Deportivo Cuenca	1.22	1519324	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2862433976	U35_FT	20:00	super league greece	Panathinaikos	Olympiakos Piraeus	1.18	1537124	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2133162123	U35_FT	21:00	serie a brazil	Coritiba	Atletico-MG	1.22	1492222	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2831756686	U35_FT	21:00	serie a brazil	Santos	Fluminense	1.22	1492227	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3228436697	U35_FT	22:00	liga profesional argentina	River Plate	Boca Juniors	1.15	1492037	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	2661728112	U35_FT	22:30	primera división paraguay	Olimpia	Cerro Porteno	1.28	1505057	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1682311192	U35_FT	23:10	primera a colombia	Alianza Valledupar	Independiente Medellin	1.22	1506094	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	1041437228	U35_FT	23:30	serie a brazil	RB Bragantino	Remo	1.35	1492220	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-19	3347220811	U35_FT	23:30	serie a brazil	Palmeiras	Atletico Paranaense	1.33	1492226	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv

# ------------------------------------------------------------------
# APPEND U35_RANDOM_POOL_EFFECTIVE | 2026-04-19 02:54:24 | run_date=ALL | source=predictions.tsv
# ------------------------------------------------------------------
TSV: 2026-04-18	2600946010	U35_FT	00:30	liga profesional argentina	Independiente	Defensa Y Justicia	1.18	1492035	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3922448726	U35_FT	01:00	liga mx	Cruz Azul	Club Tijuana	1.62	1492592	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	3992732915	U35_FT	01:00	liga mx	Necaxa	Tigres UANL	1.38	1492591	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2658426449	U35_FT	01:00	serie a brazil	Vitoria	Corinthians	1.15	1492229	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	4041213643	U35_FT	01:30	serie a brazil	Cruzeiro	Gremio	1.3	1492223	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	644977717	U35_FT	01:30	mls	Philadelphia Union	DC United	1.28	1490217	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	144306690	U35_FT	01:30	primera división paraguay	Deportivo Recoleta	2 de Mayo	1.25	1505058	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	332576917	U35_FT	13:00	2. bundesliga	Dynamo Dresden	VfL Bochum	1.44	1388883	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	108700397	U35_FT	16:00	super lig	Kocaelispor	Göztepe	1.15	1394700	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	1294013674	U35_FT	18:15	cymru premier league	GAP Connah S Quay FC	Colwyn Bay	1.4	1508987	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
TSV: 2026-04-18	2152459203	U35_FT	21:00	premier league	Chelsea	Manchester United	1.57	1379291	U35_RANDOM_POOL_EFFECTIVE	predictions.tsv
