# league	bet_key	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home	goals_score
super league switzerland	TEAM1_SCORE_FT	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.903614
scottish cup	TEAM1_SCORE_FT	28	28	2.964286	1.178571	3	2	8	7	8	0.892857	0.821429	0.535714	0.285714	0.285714	0.250000	0.857143	0.571429	0.535714	0.535714	0.285714	0.178571	0.642857	0.357143	0.428571	0.428571	0.142857	0.857143	0.903237
bundesliga	O15_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.902256
super league greece	O15_FT	7	7	3.142857	1.857143	1	0	2	1	3	0.857143	0.857143	0.571429	0.428571	0.285714	0.142857	0.714286	0.571429	0.428571	0.571429	0.142857	0.285714	0.857143	0.571429	0.428571	0.142857	0.428571	0.571429	0.900893
eredivisie	O15_FT	114	114	3.043860	1.473684	7	8	29	28	42	0.938596	0.868421	0.614035	0.368421	0.254386	0.245614	0.842105	0.736842	0.640351	0.429825	0.298246	0.271930	0.763158	0.473684	0.403509	0.342105	0.254386	0.745614	0.897396
bundesliga	TEAM1_SCORE_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.894361
ukrainian premier league	HT1X_HOME	4	4	1.250000	0.750000	1	2	0	1	0	0.750000	0.250000	0.250000	0.000000	0.000000	0.250000	0.750000	0.000000	0.000000	0.750000	0.250000	0.000000	0.500000	0.250000	0.500000	0.500000	0.000000	1.000000	0.893750
fa cup	TEAM1_SCORE_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.890000
ekstraklasa	O15_FT	6	6	3.166667	1.166667	0	1	0	3	2	1.000000	0.833333	0.833333	0.333333	0.000000	0.500000	0.833333	0.833333	0.666667	0.500000	0.000000	0.500000	0.666667	0.500000	0.166667	0.333333	0.500000	0.500000	0.888021
copa del rey	O15_FT	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.885294
coupe de france	O15_FT	28	28	3.178571	1.250000	3	2	6	5	12	0.892857	0.821429	0.607143	0.428571	0.214286	0.178571	0.642857	0.714286	0.464286	0.285714	0.250000	0.464286	0.714286	0.321429	0.178571	0.392857	0.428571	0.571429	0.881585
schweizer cup	TEAM1_SCORE_FT	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667	0.879167
uefa wc qualifiers	O15_FT	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667	0.878906
eredivisie	TEAM1_SCORE_FT	114	114	3.043860	1.473684	7	8	29	28	42	0.938596	0.868421	0.614035	0.368421	0.254386	0.245614	0.842105	0.736842	0.640351	0.429825	0.298246	0.271930	0.763158	0.473684	0.403509	0.342105	0.254386	0.745614	0.873821
fa cup	O15_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.870000
austrian bundesliga	HT05	5	5	2.800000	1.400000	1	0	1	0	3	0.800000	0.800000	0.600000	0.600000	0.200000	0.000000	0.800000	0.800000	0.800000	0.000000	0.800000	0.200000	0.800000	0.400000	0.200000	0.200000	0.600000	0.400000	0.870000
2. bundesliga	O15_FT	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.869792
superliga serbia	TEAM2_SCORE_FT	8	8	3.500000	1.625000	0	1	2	1	4	1.000000	0.875000	0.625000	0.500000	0.250000	0.125000	1.000000	0.875000	0.875000	0.500000	0.375000	0.125000	1.000000	0.500000	0.500000	0.250000	0.250000	0.750000	0.862500
liga i romania	HT1X_HOME	4	4	2.750000	1.000000	0	1	1	1	1	1.000000	0.750000	0.500000	0.250000	0.250000	0.250000	1.000000	0.750000	0.750000	0.750000	0.250000	0.000000	0.500000	0.250000	0.500000	0.500000	0.000000	1.000000	0.862500
fa cup	HT05	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.861667
2. bundesliga	TEAM1_SCORE_FT	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.860800
mls	TEAM1_SCORE_FT	116	116	3.043103	1.448276	10	19	16	28	43	0.913793	0.750000	0.612069	0.370690	0.137931	0.241379	0.801724	0.655172	0.543103	0.508621	0.215517	0.275862	0.732759	0.405172	0.387931	0.370690	0.241379	0.758621	0.860749
scottish cup	O15_FT	28	28	2.964286	1.178571	3	2	8	7	8	0.892857	0.821429	0.535714	0.285714	0.285714	0.250000	0.857143	0.571429	0.535714	0.535714	0.285714	0.178571	0.642857	0.357143	0.428571	0.428571	0.142857	0.857143	0.858147
ekstraklasa	TEAM2_SCORE_FT	6	6	3.166667	1.166667	0	1	0	3	2	1.000000	0.833333	0.833333	0.333333	0.000000	0.500000	0.833333	0.833333	0.666667	0.500000	0.000000	0.500000	0.666667	0.500000	0.166667	0.333333	0.500000	0.500000	0.856771
premiership	TEAM1_SCORE_FT	81	81	2.975309	1.283951	5	14	20	12	30	0.938272	0.765432	0.518519	0.370370	0.246914	0.148148	0.827160	0.629630	0.518519	0.493827	0.246914	0.259259	0.753086	0.345679	0.444444	0.358025	0.197531	0.802469	0.856443
laliga	TEAM1_SCORE_FT	134	134	2.880597	1.216418	4	20	35	37	38	0.970149	0.820896	0.559701	0.283582	0.261194	0.276119	0.843284	0.768657	0.641791	0.500000	0.253731	0.246269	0.716418	0.350746	0.388060	0.417910	0.194030	0.805970	0.853685
russian premier league	TEAM2_SCORE_FT	7	7	2.285714	1.000000	0	2	3	0	2	1.000000	0.714286	0.285714	0.285714	0.428571	0.000000	0.714286	1.000000	0.714286	0.142857	0.571429	0.285714	0.428571	0.285714	0.142857	0.714286	0.142857	0.857143	0.850000
laliga	O15_FT	134	134	2.880597	1.216418	4	20	35	37	38	0.970149	0.820896	0.559701	0.283582	0.261194	0.276119	0.843284	0.768657	0.641791	0.500000	0.253731	0.246269	0.716418	0.350746	0.388060	0.417910	0.194030	0.805970	0.848647
bundesliga	HT05	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.848496
eredivisie	HT05	114	114	3.043860	1.473684	7	8	29	28	42	0.938596	0.868421	0.614035	0.368421	0.254386	0.245614	0.842105	0.736842	0.640351	0.429825	0.298246	0.271930	0.763158	0.473684	0.403509	0.342105	0.254386	0.745614	0.846053
super league switzerland	HT05	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.841566
saudi arabia	O15_FT	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.841101
schweizer cup	TEAM2_SCORE_FT	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667	0.837500
saudi arabia	TEAM1_SCORE_FT	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.836631
ekstraklasa	TEAM1_SCORE_FT	6	6	3.166667	1.166667	0	1	0	3	2	1.000000	0.833333	0.833333	0.333333	0.000000	0.500000	0.833333	0.833333	0.666667	0.500000	0.000000	0.500000	0.666667	0.500000	0.166667	0.333333	0.500000	0.500000	0.835938
schweizer cup	HT05	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667	0.833333
fa cup	TEAM2_SCORE_FT	60	60	3.600000	1.366667	1	11	6	12	30	0.983333	0.800000	0.700000	0.500000	0.100000	0.200000	0.816667	0.800000	0.633333	0.433333	0.150000	0.416667	0.800000	0.350000	0.500000	0.233333	0.266667	0.733333	0.830000
uefa champions league	HT05	76	76	3.605263	1.631579	3	5	18	17	33	0.960526	0.894737	0.657895	0.434211	0.236842	0.223684	0.842105	0.710526	0.592105	0.526316	0.131579	0.342105	0.736842	0.539474	0.394737	0.407895	0.197368	0.802632	0.828947
coupe de france	TEAM2_SCORE_FT	28	28	3.178571	1.250000	3	2	6	5	12	0.892857	0.821429	0.607143	0.428571	0.214286	0.178571	0.642857	0.714286	0.464286	0.285714	0.250000	0.464286	0.714286	0.321429	0.178571	0.392857	0.428571	0.571429	0.827567
superligaen	O15_FT	71	71	2.873239	1.154930	3	12	16	16	24	0.957746	0.788732	0.563380	0.338028	0.225352	0.225352	0.774648	0.774648	0.591549	0.394366	0.253521	0.352113	0.676056	0.323944	0.225352	0.436620	0.338028	0.661972	0.826937
mls	HT05	116	116	3.043103	1.448276	10	19	16	28	43	0.913793	0.750000	0.612069	0.370690	0.137931	0.241379	0.801724	0.655172	0.543103	0.508621	0.215517	0.275862	0.732759	0.405172	0.387931	0.370690	0.241379	0.758621	0.826293
austrian bundesliga	O15_FT	5	5	2.800000	1.400000	1	0	1	0	3	0.800000	0.800000	0.600000	0.600000	0.200000	0.000000	0.800000	0.800000	0.800000	0.000000	0.800000	0.200000	0.800000	0.400000	0.200000	0.200000	0.600000	0.400000	0.826250
league cup	O15_FT	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000	0.826250
2. bundesliga	HT05	114	114	3.000000	1.377193	7	12	29	28	38	0.938596	0.833333	0.578947	0.333333	0.254386	0.245614	0.842105	0.745614	0.649123	0.438596	0.289474	0.271930	0.736842	0.359649	0.359649	0.359649	0.280702	0.719298	0.823246
uefa europa league	HT05	76	76	2.710526	1.342105	1	21	19	12	23	0.986842	0.710526	0.460526	0.302632	0.250000	0.157895	0.802632	0.671053	0.486842	0.486842	0.197368	0.315789	0.750000	0.381579	0.355263	0.315789	0.328947	0.671053	0.823026
premiership	O15_FT	81	81	2.975309	1.283951	5	14	20	12	30	0.938272	0.765432	0.518519	0.370370	0.246914	0.148148	0.827160	0.629630	0.518519	0.493827	0.246914	0.259259	0.753086	0.345679	0.444444	0.358025	0.197531	0.802469	0.822955
copa del rey	TEAM2_SCORE_FT	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882	0.822059
mls	O15_FT	116	116	3.043103	1.448276	10	19	16	28	43	0.913793	0.750000	0.612069	0.370690	0.137931	0.241379	0.801724	0.655172	0.543103	0.508621	0.215517	0.275862	0.732759	0.405172	0.387931	0.370690	0.241379	0.758621	0.820339
laliga2	TEAM1_SCORE_FT	180	180	2.761111	1.316667	11	31	44	44	50	0.938889	0.766667	0.522222	0.277778	0.244444	0.244444	0.811111	0.700000	0.572222	0.505556	0.238889	0.255556	0.727778	0.400000	0.338889	0.427778	0.233333	0.766667	0.816788
scottish cup	HT1X_HOME	28	28	2.964286	1.178571	3	2	8	7	8	0.892857	0.821429	0.535714	0.285714	0.285714	0.250000	0.857143	0.571429	0.535714	0.535714	0.285714	0.178571	0.642857	0.357143	0.428571	0.428571	0.142857	0.857143	0.811607
austrian bundesliga	TEAM2_SCORE_FT	5	5	2.800000	1.400000	1	0	1	0	3	0.800000	0.800000	0.600000	0.600000	0.200000	0.000000	0.800000	0.800000	0.800000	0.000000	0.800000	0.200000	0.800000	0.400000	0.200000	0.200000	0.600000	0.400000	0.811250
league cup	TEAM2_SCORE_FT	5	5	2.800000	0.800000	0	1	2	0	2	1.000000	0.800000	0.400000	0.400000	0.400000	0.000000	0.600000	0.800000	0.400000	0.400000	0.000000	0.600000	0.400000	0.200000	0.200000	0.600000	0.200000	0.800000	0.811250
premiership	HT05	81	81	2.975309	1.283951	5	14	20	12	30	0.938272	0.765432	0.518519	0.370370	0.246914	0.148148	0.827160	0.629630	0.518519	0.493827	0.246914	0.259259	0.753086	0.345679	0.444444	0.358025	0.197531	0.802469	0.810494
saudi arabia	HT05	151	151	3.006623	1.304636	5	27	35	26	58	0.966887	0.788079	0.556291	0.384106	0.231788	0.172185	0.814570	0.701987	0.549669	0.476821	0.231788	0.291391	0.741722	0.364238	0.324503	0.403974	0.271523	0.728477	0.808278
super league greece	TEAM1_SCORE_FT	7	7	3.142857	1.857143	1	0	2	1	3	0.857143	0.857143	0.571429	0.428571	0.285714	0.142857	0.714286	0.571429	0.428571	0.571429	0.142857	0.285714	0.857143	0.571429	0.428571	0.142857	0.428571	0.571429	0.808036
liga portugal	TEAM1_SCORE_FT	121	121	2.719008	1.157025	8	23	20	34	36	0.933884	0.743802	0.578512	0.297521	0.165289	0.280992	0.793388	0.644628	0.504132	0.471074	0.264463	0.264463	0.652893	0.330579	0.297521	0.462810	0.239669	0.760331	0.808032
serie b	O15_FT	167	167	2.652695	1.155689	11	23	45	44	44	0.934132	0.796407	0.526946	0.263473	0.269461	0.263473	0.808383	0.676647	0.550898	0.449102	0.287425	0.263473	0.730539	0.347305	0.335329	0.407186	0.257485	0.742515	0.807803
super league switzerland	TEAM2_SCORE_FT	83	83	3.240964	1.361446	3	6	20	26	28	0.963855	0.891566	0.650602	0.337349	0.240964	0.313253	0.879518	0.795181	0.710843	0.421687	0.289157	0.289157	0.771084	0.373494	0.373494	0.373494	0.253012	0.746988	0.806325
uefa europa league	TEAM1_SCORE_FT	76	76	2.710526	1.342105	1	21	19	12	23	0.986842	0.710526	0.460526	0.302632	0.250000	0.157895	0.802632	0.671053	0.486842	0.486842	0.197368	0.315789	0.750000	0.381579	0.355263	0.315789	0.328947	0.671053	0.806003
premier league	O15_FT	138	138	2.688406	1.202899	14	16	36	32	40	0.898551	0.782609	0.521739	0.289855	0.260870	0.231884	0.746377	0.731884	0.579710	0.362319	0.318841	0.318841	0.702899	0.333333	0.311594	0.405797	0.282609	0.717391	0.802740
laliga2	HT05	180	180	2.761111	1.316667	11	31	44	44	50	0.938889	0.766667	0.522222	0.277778	0.244444	0.244444	0.811111	0.700000	0.572222	0.505556	0.238889	0.255556	0.727778	0.400000	0.338889	0.427778	0.233333	0.766667	0.802222
laliga2	O15_FT	180	180	2.761111	1.316667	11	31	44	44	50	0.938889	0.766667	0.522222	0.277778	0.244444	0.244444	0.811111	0.700000	0.572222	0.505556	0.238889	0.255556	0.727778	0.400000	0.338889	0.427778	0.233333	0.766667	0.800330
ukrainian premier league	TEAM1_WIN_FT	4	4	1.250000	0.750000	1	2	0	1	0	0.750000	0.250000	0.250000	0.000000	0.000000	0.250000	0.750000	0.000000	0.000000	0.750000	0.250000	0.000000	0.500000	0.250000	0.500000	0.500000	0.000000	1.000000	0.800000
serie b	TEAM1_SCORE_FT	167	167	2.652695	1.155689	11	23	45	44	44	0.934132	0.796407	0.526946	0.263473	0.269461	0.263473	0.808383	0.676647	0.550898	0.449102	0.287425	0.263473	0.730539	0.347305	0.335329	0.407186	0.257485	0.742515	0.798746
pro league	O15_FT	100	100	2.780000	1.200000	9	15	21	26	29	0.910000	0.760000	0.550000	0.290000	0.210000	0.260000	0.740000	0.720000	0.550000	0.370000	0.210000	0.420000	0.690000	0.330000	0.290000	0.410000	0.300000	0.700000	0.798063
liga mx	TEAM1_SCORE_FT	126	126	2.690476	1.261905	11	18	26	36	35	0.912698	0.769841	0.563492	0.277778	0.206349	0.285714	0.801587	0.698413	0.587302	0.436508	0.246032	0.317460	0.706349	0.380952	0.396825	0.404762	0.198413	0.801587	0.797545
liga mx	O15_FT	126	126	2.690476	1.261905	11	18	26	36	35	0.912698	0.769841	0.563492	0.277778	0.206349	0.285714	0.801587	0.698413	0.587302	0.436508	0.246032	0.317460	0.706349	0.380952	0.396825	0.404762	0.198413	0.801587	0.794668
dfb pokal	HT1X_HOME	4	4	2.500000	0.250000	0	0	2	2	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.750000	0.500000	0.250000	0.500000	0.250000	0.250000	0.250000	0.000000	0.250000	0.750000	0.000000	1.000000	0.793750
taça de portugal	HT05	6	6	2.500000	1.000000	0	2	1	1	2	1.000000	0.666667	0.500000	0.333333	0.166667	0.166667	1.000000	0.666667	0.666667	0.666667	0.333333	0.000000	0.833333	0.166667	0.666667	0.333333	0.000000	1.000000	0.791667
bundesliga	TEAM2_SCORE_FT	133	133	3.255639	1.406015	3	17	26	33	54	0.977444	0.849624	0.654135	0.406015	0.195489	0.248120	0.864662	0.766917	0.654135	0.443609	0.255639	0.300752	0.766917	0.406015	0.368421	0.406015	0.225564	0.774436	0.791541
super lig	O15_FT	109	109	2.651376	1.100917	10	15	22	32	30	0.908257	0.770642	0.568807	0.275229	0.201835	0.293578	0.779817	0.697248	0.568807	0.440367	0.293578	0.266055	0.651376	0.330275	0.330275	0.467890	0.201835	0.798165	0.790912
liga i romania	O15_FT	4	4	2.750000	1.000000	0	1	1	1	1	1.000000	0.750000	0.500000	0.250000	0.250000	0.250000	1.000000	0.750000	0.750000	0.750000	0.250000	0.000000	0.500000	0.250000	0.500000	0.500000	0.000000	1.000000	0.788281
liga i romania	TEAM1_WIN_FT	4	4	2.750000	1.000000	0	1	1	1	1	1.000000	0.750000	0.500000	0.250000	0.250000	0.250000	1.000000	0.750000	0.750000	0.750000	0.250000	0.000000	0.500000	0.250000	0.500000	0.500000	0.000000	1.000000	0.787500
liga portugal	O15_FT	121	121	2.719008	1.157025	8	23	20	34	36	0.933884	0.743802	0.578512	0.297521	0.165289	0.280992	0.793388	0.644628	0.504132	0.471074	0.264463	0.264463	0.652893	0.330579	0.297521	0.462810	0.239669	0.760331	0.780863
superligaen	TEAM1_SCORE_FT	71	71	2.873239	1.154930	3	12	16	16	24	0.957746	0.788732	0.563380	0.338028	0.225352	0.225352	0.774648	0.774648	0.591549	0.394366	0.253521	0.352113	0.676056	0.323944	0.225352	0.436620	0.338028	0.661972	0.779049
superligaen	TEAM2_SCORE_FT	71	71	2.873239	1.154930	3	12	16	16	24	0.957746	0.788732	0.563380	0.338028	0.225352	0.225352	0.774648	0.774648	0.591549	0.394366	0.253521	0.352113	0.676056	0.323944	0.225352	0.436620	0.338028	0.661972	0.779049
super lig	TEAM1_SCORE_FT	109	109	2.651376	1.100917	10	15	22	32	30	0.908257	0.770642	0.568807	0.275229	0.201835	0.293578	0.779817	0.697248	0.568807	0.440367	0.293578	0.266055	0.651376	0.330275	0.330275	0.467890	0.201835	0.798165	0.777953
